61	150	52	32.739	53.9	35.7	0	10	17.8	106.8
62	151	52	22.4	247.1	4.9	0	40.7	92.8	556.8
63	155	79	38.514	354.9	35	0	30	34.4	206.4
64	156	43	30.233	1627.5	49	0	661.5	633.7	3802.2
65	165	82	12.978	1656.9	249.2	0	1175.4	665.6	3993.6
66	166	27	22.162	1790.6	14.7	0	927.5	2078.2	12469.2
67	171	76	30.38	284.2	16.8	0	357.6	539.5	3237
68	174	13	21.945	1089.2	53.9	0	418	1133.4	6800.4
69	175	82	13.888	1420.3	165.9	0	852.2	420.3	2521.8
70	176	82	22.883	1514.8	51.1	0	1850.8	2544.9	15269.4
71	177	98	13.202	2054.5	101.5	0	1108.3	155.8	934.8
72	178	81	30.695	559.3	55.3	0	803.2	2296.5	13779
73	179	1	27.041	70.7	43.4	0	109.9	64.5	387
74	180	54	34.3	2127.3	23.1	0	939.6	2147	12882
75	181	98	13.748	1031.1	194.6	0	1980	1565	9390
76	182	78	22.778	882.7	16.8	0	2379.6	2827.8	16966.8
77	183	1	38.668	2068.5	30.8	0	713.4	1060.7	6364.2
78	184	98	26.593	1419.6	53.2	0	570	528.7	3172.2
79	185	117	13.181	1717.8	79.8	0	1186.8	947.2	5683.2
80	186	102	24.255	1408.4	21	0	1036	1413.4	8480.4
81	187	55	13.405	1560.3	190.4	0	1314.8	907.1	5442.6
82	189	27	28.147	2493.4	49.7	0	746	486.7	2920.2
83	193	58	38.948	728	34.3	0	1734	4576.4	27458.4
84	195	40	34.426	2011.8	7.7	0	1280	2388.1	14328.6
85	197	87	23.226	981.4	53.2	0	427.7	95.7	574.2
86	201	42	37.618	827.4	37.1	0	603.6	1594.3	9565.8
87	202	115	39.515	737.8	13.3	0	788.4	615	3690
88	203	99	20.433	2537.5	41.3	0	803.2	1195.1	7170.6
89	207	89	18.508	682.5	19.6	0	634.7	964.8	5788.8
90	208	86	20.762	294	30.1	0	153.9	450.1	2700.6
91	209	89	17.724	471.1	19.6	0	590.6	1107.4	6644.4
92	211	106	34.489	1274.7	28	0	536.4	327.4	1964.4
93	212	92	20.391	42.7	19.6	0	230	245.7	1474.2
94	213	90	34.804	46.2	4.9	0	35	13.9	83.4
95	215	90	27.447	880.6	35	0	923.8	513	3078
96	216	68	22.988	258.3	39.9	0	48	27.1	162.6
97	220	68	29.029	1073.1	17.5	0	815	1775.4	10652.4
98	222	90	32.963	1628.9	45.5	0	878.4	579.8	3478.8
99	223	100	30.072	2060.1	11.9	0	453.2	156.1	936.6
100	224	100	39.025	202.3	39.9	0	252	452.6	2715.6
101	226	86	38.29	109.2	52.5	0	102.7	241.8	1450.8
102	227	54	26.103	464.1	34.3	0	1189.9	136.5	819
103	228	44	36.862	145.6	21.7	0	10.2	26	156
104	229	44	26.985	1478.4	4.9	0	918.3	561.4	3368.4
105	230	91	29.211	1145.9	46.2	0	1690	4532.7	27196.2
106	231	91	19.474	420	33.6	0	101.9	77.8	466.8
107	232	91	12.936	1729	257.6	0	939.7	349.8	2098.8
108	234	91	22.463	2001.3	17.5	0	643.6	1454.3	8725.8
109	235	65	29.624	1339.1	7.7	0	4008.4	10309.3	61855.8
110	239	33	24.668	293.3	2.8	0	15	37.9	227.4
111	241	15	13.566	2080.4	166.6	0	1176	734.4	4406.4
112	242	52	30.926	2307.2	11.9	0	1795.4	846.4	5078.4
113	243	88	35.203	25.9	41.3	0	376.9	1061.8	6370.8
114	244	33	31.437	5.6	52.5	0	215.2	477.3	2863.8
115	246	80	37.177	1295	35.7	0	689.4	1987.8	11926.8
116	250	80	13.293	1528.8	107.1	0	410	244.8	1468.8
117	253	25	32.837	2545.2	12.6	0	1088.2	1595.4	9572.4
118	256	23	19.936	1365	22.4	0	932	1052.4	6314.4
119	257	79	31.437	339.5	18.2	0	229.6	421.8	2530.8
120	259	8	18.144	2259.6	15.4	0	892	562.8	3376.8
121	261	108	13.328	996.1	224.7	0	1444	1111.6	6669.6
122	262	17	39.13	562.8	11.9	0	517	77.2	463.2
123	263	29	19.551	6.3	7	0	263.6	371.7	2230.2
124	264	29	19.215	104.3	18.9	0	44.2	99.7	598.2
125	268	2	38.605	70.7	22.4	0	170.4	442.1	2652.6
126	269	2	13.692	1733.2	121.1	0	801	131.7	790.2
127	271	12	28.203	1486.8	42	0	1082.2	2234.4	13406.4
128	280	26	27.524	1039.5	5.6	0	559	1358.8	8152.8
129	283	61	0	0	0	0	54.9	182	1092
130	284	61	0	0	0	0	54	225	1350
131	285	29	0	0	0	0	108	432	2592
132	286	70	0	0	0	0	58	224	1344
133	287	122	0	0	0	0	80	352	2112
134	288	29	0	0	0	0	17	87	522
135	289	61	0	0	0	0	13.8	158	948
136	290	61	0	0	0	0	39.6	283	1698
137	291	49	0	0	0	0	30.5	224	1344
138	292	42	0	0	0	0	42	152	912
